site_code,site_name,latitude,longitude,country,null_value,start_date,end_date,duration_years,total_rows,sl_valid_count,sl_missing_count,sl_pct_missing,sl_min,sl_max,sl_p95,sl_p99,sl_extreme_values,sl_quality,sl_quality_score,precip_missing_count,precip_pct_missing,precip_max,precip_p95,precip_p99,ground_precip_coverage_pct,precip_quality,precip_quality_score,sl_threshold,precip_threshold,joint_exceedances,sl_exceedances,precip_exceedances,CPR,joint_quality,quality_tier,quality_description,quality_score
MAL,Sacramento_River_at_Mallard_Island,38.0428,-121.92009,USA,-99.9999,1987-10-05 19:00:00,2021-06-09 06:00:00,33.67556468172484,295212,282909,12303,4.167513515710743,-0.5151,4.5476,1.8227,2.0117,0,excellent,5,0,0.0,55.035048722857,2.68379524350164,12.052060604079724,2.5693399997290083,excellent,5,1.8227,2.68379524350164,2027,14026,14761,2.8902681754914052,sufficient_joint_events,A,"Excellent - complete data, realistic values",100
8574070,Havre_De_Grace,39.5367,-76.09,USA,-99.9999,1981-01-01 00:00:00,2005-09-07 22:00:00,24.681724845995895,216383,211526,4857,2.244631047725561,1.07,3.536,2.743,2.917,0,excellent,5,0,0.0,119.40807844575819,5.974605355587594,19.126075212255923,6.959881321545593,excellent,5,2.743,5.974605355587594,511,5171,10820,1.9762516215307109,sufficient_joint_events,A,"Excellent - complete data, realistic values",100
567A,Los_Angeles_CA,33.72,-118.272,USA,-99.9999,1981-01-01 00:00:00,2018-12-31 22:00:00,37.9958932238193,333095,333095,0,0.0,0.415,3.557,2.868,3.124,0,excellent,5,0,0.0,78.702688217163,0.8,7.548016864019448,2.019543973941368,excellent,5,2.868,0.8,1037,16641,16366,1.2683084987664577,sufficient_joint_events,A,"Excellent - complete data, realistic values",100
594A,Harvest_Oil_P_CA,34.468,-120.673,USA,-99.9999,1992-05-14 04:00:00,2018-12-31 22:00:00,26.63107460643395,233467,152701,80766,34.594182475467626,3.008,5.929,5.301,5.533,0,excessive_missing,2,0,0.0,82.9712349673172,1.3,9.433078527363177,2.5245537913281106,excellent,5,5.301,1.3,509,7599,11457,1.3649474373606327,sufficient_joint_events,C,Problematic - major issues but potentially usable with caveats,70
G54_T,G54_T_WestFortLauderdale,26.09472222,-80.22916667,USA,-99.9999,1991-08-22 14:00:00,2020-12-31 22:00:00,29.360711841204655,257385,249761,7624,2.962099578452513,-0.2789,1.8738,0.7935,0.9563,0,excellent,5,0,0.0,138.8708378692627,6.213239431292519,16.200917363164766,2.5114128639975135,excellent,5,0.7935,6.213239431292519,1905,12466,12870,3.056135064999175,sufficient_joint_events,A,"Excellent - complete data, realistic values",100
8465705,New_Haven,41.283333,-72.908333,USA,-99.9999,1999-10-17 17:00:00,2021-08-31 22:00:00,21.872689938398356,191742,188854,2888,1.5061906102992564,4.658,9.282,7.734,7.968,0,excellent,5,0,0.0,99.5060336845199,7.6,22.83991928193011,7.453765998059893,excellent,5,7.734,7.6,804,9411,9576,1.7106193919609354,sufficient_joint_events,A,"Excellent - complete data, realistic values",100
VOL,Volanti,38.181,-122.046,USA,-99.9999,1997-11-05 21:00:00,2021-01-01 07:00:00,23.15400410677618,202979,189586,13393,6.598219520245936,-0.9114,3.9685,1.9141,2.1001,0,minor_missing,4,0,0.0,70.4755127426324,2.4579942225386002,12.177363038063001,3.6521019415801637,excellent,5,1.9141,2.4579942225386002,1076,9328,10138,2.309524403709089,sufficient_joint_events,B,Good - minor issues that can be corrected,90
8726724,Clearwater_Beach,27.978306,-82.831694,USA,-99.9999,1996-01-01 00:00:00,2021-08-31 22:00:00,25.66461327857632,224999,217865,7134,3.1706807585811494,-0.202,2.334,1.485,1.638,0,excellent,5,0,0.0,149.2190510033424,6.206167638292742,18.8,4.135129489464398,excellent,5,1.485,6.206167638292742,1091,10815,11250,2.01755922535573,sufficient_joint_events,A,"Excellent - complete data, realistic values",100
SNC,Sunrise_Club,38.185,-122.083,USA,-99.9999,1994-07-01 08:00:00,2021-01-01 07:00:00,26.50239561943874,232344,218825,13519,5.818527700306442,-0.89,3.3924,1.9355,2.158,0,minor_missing,4,0,0.0,77.7737826108477,2.741828709835606,13.520345017313929,3.190527838033261,excellent,5,1.9355,2.741828709835606,1163,10809,11618,2.1517622673135333,sufficient_joint_events,B,Good - minor issues that can be corrected,90
8515186,Fire_Island,40.6267,-73.26,USA,-99.9999,1989-07-26 13:00:00,2014-01-24 23:00:00,24.49828884325804,214763,208150,6613,3.0792082435056316,0.204,3.316,2.651,2.88,0,excellent,5,0,0.0,112.645000219345,8.0868780611922,22.272979352277375,6.9611618388642365,excellent,5,2.651,8.0868780611922,66,725,10731,1.8219027696104422,sufficient_joint_events,A,"Excellent - complete data, realistic values",100
8418150,Portland,43.65806,-70.24417,USA,-99.9999,1981-01-01 00:00:00,2021-08-31 22:00:00,40.662559890485966,356471,351308,5163,1.4483646636051741,1.659,6.647,5.652,5.96,0,excellent,5,0,0.0,129.6214657606924,6.908105313726701,22.032007575035003,8.194214957177442,excellent,5,5.652,6.908105313726701,1148,17531,17824,1.3096469301315636,sufficient_joint_events,A,"Excellent - complete data, realistic values",100
8770613,Morgans_Point,29.681694,-94.985,USA,-99.9999,1993-03-17 07:00:00,2021-08-31 22:00:00,28.45722108145106,249472,246045,3427,1.3737012570548999,0.561,4.334,2.241,2.425,0,excellent,5,0,0.0,151.46883726112029,7.294742080475151,24.810411353948368,2.6716425089789637,excellent,5,2.241,7.294742080475151,1734,12087,12474,2.8691063065184026,sufficient_joint_events,A,"Excellent - complete data, realistic values",100
8452944,Conimicut_Light,41.716667,-71.343333,USA,-99.9999,1999-10-17 14:00:00,2021-08-31 22:00:00,21.872689938398356,191745,180596,11149,5.814493207124045,4.807,8.387,7.131,7.354,0,minor_missing,4,0,0.0,114.648479223149,6.7215410890639,19.732157587902705,7.917285978773893,excellent,5,7.131,6.7215410890639,680,8959,9586,1.5182245138486667,sufficient_joint_events,B,Good - minor issues that can be corrected,90
8770570,Sabine_Pass_North,29.7284,-93.8701,USA,-99.9999,1985-01-28 18:00:00,2020-09-30 13:00:00,35.66872005475702,312692,305197,7495,2.396927327849769,-0.091,4.875,1.74,1.913,0,excellent,5,0,0.0,204.7391474246183,8.249282091753615,26.672362387180325,5.038184539418981,excellent,5,1.74,8.249282091753615,1886,15172,15635,2.4860951084635654,sufficient_joint_events,A,"Excellent - complete data, realistic values",100
S36_T,S36_T,26.17305556,-80.17861111,USA,-99.9999,1985-06-01 00:00:00,2020-12-31 22:00:00,35.58384668035592,311951,300420,11531,3.696413859869018,-0.3627,1.7131,0.7751,0.9393809999999998,0,excellent,5,0,0.0,124.5526995082855,5.8368548750138,15.48980176443135,2.0721203009447,excellent,5,0.7751,5.8368548750138,2082,15013,15598,2.7735161987704,sufficient_joint_events,A,"Excellent - complete data, realistic values",100
253A,Newport_RI,41.505,-71.327,USA,-99.9999,1981-01-01 00:00:00,2018-12-31 22:00:00,37.9958932238193,333095,332275,820,0.2461760158513337,-0.189,3.068,1.811,2.015,0,excellent,5,0,0.0,110.1569831371307,7.77999609700822,22.368142604725495,7.772557378525645,excellent,5,1.811,7.77999609700822,1253,16476,16655,1.5209774117920418,sufficient_joint_events,A,"Excellent - complete data, realistic values",100
9410840,Santa_Monica,34.0083,-118.5,USA,-99.9999,1981-01-01 00:00:00,2021-08-31 22:00:00,40.662559890485966,356471,344852,11619,3.259451680501359,0.003,3.249,2.44,2.693,0,excellent,5,0,0.0,84.2582285404205,0.9444378316344999,9.168169647455178,2.0080174824880563,excellent,5,2.44,0.9444378316344999,914,16315,17824,1.120413024053489,sufficient_joint_events,A,"Excellent - complete data, realistic values",100
8737048,Mobile_State_Docks,30.70461,-88.03961,USA,-99.9999,1981-01-01 00:00:00,2021-08-31 22:00:00,40.662559890485966,356471,337141,19330,5.422600996995548,-0.887,2.525,1.172,1.343,0,minor_missing,4,0,0.0,180.2046239376054,7.9478099942207,25.8134186266829,5.684613895660517,excellent,5,1.172,7.9478099942207,1095,7219,17824,3.033584581494127,sufficient_joint_events,B,Good - minor issues that can be corrected,90
S20G,BiscayneBay_S20G_T,25.48944444,-80.34638889,USA,-99.9999,1984-12-06 15:00:00,2020-12-31 22:00:00,36.068446269678304,316184,309664,6520,2.062090428358171,-0.5761,2.4323,0.6278849999999977,0.7945,0,excellent,5,0,0.0,114.5297586917877,5.270489901255109,14.03960716715813,5.187169496242694,excellent,5,0.6278849999999977,5.270489901255109,1052,15484,15810,1.35875325221963,sufficient_joint_events,A,"Excellent - complete data, realistic values",100
9414750,Alameda,37.7717,-122.3,USA,-99.9999,1981-01-01 00:00:00,2021-08-31 22:00:00,40.662559890485966,356471,355025,1446,0.4056430957918035,0.234,3.892,3.002,3.235,0,excellent,5,0,0.0,54.5677163654545,2.5,11.243527499021814,4.106364893637911,excellent,5,3.002,2.5,1811,17608,17571,2.0865853145016557,sufficient_joint_events,A,"Excellent - complete data, realistic values",100
762A,Pensacola_FL,30.403,-87.213,USA,-99.9999,1981-01-01 00:00:00,2018-12-31 22:00:00,37.9958932238193,333095,320137,12958,3.890181479758027,1.935,4.633,3.106,3.238,0,excellent,5,0,0.0,169.305750727652,9.57655698056212,30.153828859322328,1.7565559374953092,excellent,5,3.106,9.57655698056212,2337,15992,16655,2.922667484297538,sufficient_joint_events,A,"Excellent - complete data, realistic values",100
IST,Sacramento_River_at_I_Street_Bridge,38.58867,-121.50497,USA,-99.9999,1984-01-01 09:00:00,2021-01-01 07:00:00,36.99931553730322,324359,309311,15048,4.639303981082689,0.0,9.3513,6.2575,7.617,0,excellent,5,0,0.0,70.49979567523219,3.2094428617709996,13.687511622854297,3.088553115529398,excellent,5,6.2575,3.2094428617709996,2510,15446,16218,3.250022351009385,sufficient_joint_events,A,"Excellent - complete data, realistic values",100
766A,Sabine_Pass_N_TX,29.73,-93.87,USA,-99.9999,1985-01-28 18:00:00,2018-12-31 22:00:00,33.921971252566735,297365,290875,6490,2.18250298454761,-0.091,5.452,1.722,1.892,0,excellent,5,0,0.0,204.7391474246183,8.228355646128417,26.4894843100478,5.061456459233602,excellent,5,1.722,8.228355646128417,1773,14420,14869,2.458960567224682,sufficient_joint_events,A,"Excellent - complete data, realistic values",100
8531680,Sandy_Hook,40.466944,-74.009444,USA,-99.9999,1981-01-01 00:00:00,2021-08-31 22:00:00,40.662559890485966,356471,345633,10838,3.040359524337183,-0.243,4.432,2.451,2.688,0,excellent,5,0,0.0,98.6207492596804,6.9,19.679661284948143,7.036196492842335,excellent,5,2.451,6.9,1535,17217,17782,1.7872878329138593,sufficient_joint_events,A,"Excellent - complete data, realistic values",100
DGL,Doughty_Cut_Above_Grant_Line_Canal,37.815,-121.425,USA,-99.9999,1999-05-26 21:00:00,2021-06-02 17:00:00,22.017796030116358,193029,188807,4222,2.1872361147806805,0.378,3.0998,1.8748699999999983,2.4658,0,excellent,5,0,0.0,46.4194715277699,1.9765454530442887,9.506085276529982,3.058089717089142,excellent,5,1.8748699999999983,1.9765454530442887,886,9441,9652,1.876812865277596,sufficient_joint_events,A,"Excellent - complete data, realistic values",100
252A,Portland_ME,43.657,-70.247,USA,-99.9999,1981-01-01 00:00:00,2018-12-31 22:00:00,37.9958932238193,333095,330062,3033,0.9105510439964575,1.659,6.647,5.648,5.956,0,excellent,5,0,0.0,129.6214657606924,6.964478939768078,21.942308545112578,8.221978714781068,excellent,5,5.648,6.964478939768078,1098,16467,16655,1.3335562257398725,sufficient_joint_events,A,"Excellent - complete data, realistic values",100
9044036,Fort_Wayne_Mi,42.2983,-83.0933,USA,-99.9999,1981-01-01 00:00:00,2021-08-02 03:00:00,40.58316221765914,355756,354750,1006,0.2827780838552266,173.794,175.868,175.486,175.663,354674,unrealistic_values,1,0,0.0,64.5,5.9567570685317,16.2261219322431,6.78330091410967,excellent,5,175.486,5.9567570685317,1131,17687,17787,1.2789629316581757,sufficient_joint_events,D,Unusable - severe data quality issues,60
261B,Charleston_SC,32.782,-79.925,USA,-99.9999,1981-01-01 00:00:00,2018-12-31 22:00:00,37.9958932238193,333095,329102,3993,1.1987571113346043,-0.347,4.331,2.662,2.88,0,excellent,5,0,0.0,137.489083409207,7.882436215845668,21.8841955065727,5.351025983578259,excellent,5,2.662,7.882436215845668,1115,16403,16655,1.3594870002856783,sufficient_joint_events,A,"Excellent - complete data, realistic values",100
8726520,St_Petersburg,27.76061,-82.6269,USA,-99.9999,1981-01-01 00:00:00,2021-08-31 22:00:00,40.662559890485966,356471,352930,3541,0.993348687551021,-0.058,2.926,1.824,1.967,0,excellent,5,0,0.0,122.0207661389167,6.20899200433195,17.8,2.1418292091081743,excellent,5,1.824,6.20899200433195,2249,17632,17824,2.550979151333914,sufficient_joint_events,A,"Excellent - complete data, realistic values",100
555A,Monterey_CA,36.605,-121.888,USA,-99.9999,1981-01-01 00:00:00,2018-12-31 22:00:00,37.9958932238193,333095,332206,889,0.266890826941263,0.296,3.453,2.677,2.904,0,excellent,5,0,0.0,2300.0,4.437882006095222,16.45641338815598,0.002701931881295126,excellent,5,2.677,4.437882006095222,1683,16579,16655,2.0302487934328024,sufficient_joint_events,A,"Excellent - complete data, realistic values",100
8447435,Chatham,41.688056,-69.95083,USA,-99.9999,1994-08-17 14:00:00,2021-08-31 22:00:00,27.039014373716633,237033,225489,11544,4.870207945729076,0.643,3.864,3.048,3.299,0,excellent,5,0,0.0,109.0848028658797,9.0516984461714,24.078905940041224,4.671923318694022,excellent,5,3.048,9.0516984461714,336,4717,11848,1.4250731869456046,sufficient_joint_events,A,"Excellent - complete data, realistic values",100
1372058,Hudson_River_Below_Poughkeepsie_Ny,41.65175,-73.943722,USA,-99.9999,1993-10-01 05:00:00,2019-11-06 16:00:00,26.09719370294319,228780,227817,963,0.4209284028324154,-1.2619,2.8715,1.0363,1.2253,0,excellent,5,0,0.0,135.2582200902361,7.380867004389501,21.090800315141614,4.5410437975347495,excellent,5,1.0363,7.380867004389501,1353,11332,11438,2.3881367629912167,sufficient_joint_events,A,"Excellent - complete data, realistic values",100
765A,Grand_Isle_LA,29.263,-89.957,USA,-99.9999,1981-01-01 00:00:00,2018-12-31 22:00:00,37.9958932238193,333095,325957,7138,2.1429321965205124,1.146,3.526,2.286,2.424,0,excellent,5,0,0.0,204.7697007656097,9.30688125166053,26.78137856721253,1.009021450336991,excellent,5,2.286,9.30688125166053,1807,16266,16655,2.221779018828488,sufficient_joint_events,A,"Excellent - complete data, realistic values",100
8656483,Beaufort,34.72,-76.67,USA,-99.9999,1981-01-01 00:00:00,2021-07-31 22:00:00,40.577686516084874,355727,353690,2037,0.5726301349068246,-0.186,2.764,1.713,1.89,0,excellent,5,0,0.0,228.1261682510376,10.388699444001675,27.17634615221638,2.535371225687114,excellent,5,1.713,10.388699444001675,1310,17644,17787,1.484869789116551,sufficient_joint_events,A,"Excellent - complete data, realistic values",100
S37A,S37A,26.20611111,-80.13111111,USA,-99.9999,1985-06-01 00:00:00,2020-12-31 22:00:00,35.58384668035592,311951,302630,9321,2.9879692644037044,-0.6228,1.5295,0.7975,0.9592,0,excellent,5,0,0.0,128.3674861808776,5.76146095990985,15.5890241265126,2.0721203009447,excellent,5,0.7975,5.76146095990985,1416,15130,15598,1.8717239241358834,sufficient_joint_events,A,"Excellent - complete data, realistic values",100
OLD,Old_River_Near_Tracy,37.80481,-121.44956,USA,-99.9999,1985-03-29 23:00:00,2021-01-01 07:00:00,35.75906913073238,313473,291806,21667,6.911919048849502,-0.1433,3.1364,1.9324,2.4567,0,minor_missing,4,0,0.0,47.1939959579685,2.0,9.668458375201618,3.098193464827912,excellent,5,1.9324,2.0,1538,14527,15615,2.125389597177259,sufficient_joint_events,B,Good - minor issues that can be corrected,90
S123,BiscayneBay_S123_T,25.61055556,-80.3075,USA,-99.9999,1981-01-01 00:00:00,2020-12-31 22:00:00,39.997262149212865,350639,328597,22042,6.286237412267318,-0.4267,2.3029,0.6605,0.8245,0,minor_missing,4,0,0.0,114.6151065826366,5.334159095314495,14.765740424355656,5.207350009553986,excellent,5,0.6605,5.334159095314495,1243,16427,17532,1.5133578316839547,sufficient_joint_events,B,Good - minor issues that can be corrected,90
9063009,American_Falls_Ny,43.08106,-79.061361,USA,-99.9999,1981-01-01 00:00:00,2021-08-02 03:00:00,40.58316221765914,355756,354506,1250,0.3513644183091782,169.652,170.934,170.593,170.678,354506,unrealistic_values,1,0,0.0,88.9503359794616,7.971154525847526,18.503461778158908,3.241266486018507,excellent,5,170.593,7.971154525847526,1492,17465,17788,1.7085407668432049,sufficient_joint_events,D,Unusable - severe data quality issues,60
569A,San_Diego_CA,32.713,-117.173,USA,-99.9999,1981-01-01 00:00:00,2018-12-31 22:00:00,37.9958932238193,333095,332803,292,0.08766267881535297,0.379,3.663,2.934,3.2,0,excellent,5,0,0.0,65.3686557062087,1.0896235703682398,7.2768518924665795,1.9117669133430402,excellent,5,2.934,1.0896235703682398,988,16608,16655,1.189770194627569,sufficient_joint_events,A,"Excellent - complete data, realistic values",100
8594900,Washington,38.873,-77.0217,USA,-99.9999,1981-01-01 00:00:00,2021-08-31 22:00:00,40.662559890485966,356471,342470,14001,3.927668730415658,0.145,4.512,2.487,2.676,0,excellent,5,0,0.0,151.3156517880816,6.17281141370535,18.576264679428323,6.384811106653837,excellent,5,2.487,6.17281141370535,1758,16981,17824,2.070497162738754,sufficient_joint_events,A,"Excellent - complete data, realistic values",100
8531804,Sea_Bright,40.365,-73.975,USA,-99.9999,1982-07-29 16:00:00,2015-09-25 13:00:00,33.15537303216975,290662,288242,2420,0.8325821744844527,0.606,2.521,2.064,2.2015299999999995,0,excellent,5,0,0.0,98.6207492596804,6.83210164308516,19.706860840277706,6.965134761337912,excellent,5,2.064,6.83210164308516,17,292,14534,1.1643114586298353,few_joint_events,B,Good - minor issues that can be corrected,90
9440910,Toke_Point,46.7075,-123.966944,USA,-99.9999,1981-01-01 00:00:00,2021-07-31 22:00:00,40.577686516084874,355727,349836,5891,1.6560452256927363,0.253,5.614,4.106,4.478359999999986,0,excellent,5,0,0.0,93.9585933929265,10.212344675642223,22.960994243616813,7.4472840127401065,excellent,5,4.106,10.212344675642223,3070,16492,17787,3.7228811682305065,sufficient_joint_events,A,"Excellent - complete data, realistic values",100
S28_T,Miami_North_S28_T,25.8725,-80.18055556,USA,-99.9999,1981-01-01 00:00:00,2020-12-31 22:00:00,39.997262149212865,350639,337169,13470,3.84155784154073,-0.4724,1.561,0.7008,0.8509,0,excellent,5,0,0.0,145.1527118682811,6.162853595918669,15.710526565126079,5.207350009553986,excellent,5,0.7008,6.162853595918669,1382,16858,17532,1.6395729726368937,sufficient_joint_events,A,"Excellent - complete data, realistic values",100
8728690,Apalachicola,29.724444,-84.980556,USA,-99.9999,1981-01-01 00:00:00,2021-07-31 22:00:00,40.577686516084874,355727,348259,7468,2.0993627135415642,0.747,4.104,1.954,2.105,0,excellent,5,0,0.0,172.6671880705907,8.446037769317563,24.091317847295276,3.6915949590556805,excellent,5,1.954,8.446037769317563,2936,17126,17787,3.4285795961201013,sufficient_joint_events,A,"Excellent - complete data, realistic values",100
8735180,Dauphin_Island,30.25,-88.075,USA,-99.9999,1981-03-31 19:00:00,2021-08-31 22:00:00,40.41889117043121,354316,340217,14099,3.9792162928007766,0.274,3.013,1.431,1.585,0,excellent,5,0,0.0,179.0076285600648,8.531998097892775,27.259700000217435,5.685602682351347,excellent,5,1.431,8.531998097892775,1942,15477,17716,2.509501940059696,sufficient_joint_events,A,"Excellent - complete data, realistic values",100
BDL,Beldon_Landing,38.1869,-121.9708,USA,-99.9999,1988-09-22 21:00:00,2020-07-03 15:00:00,31.77549623545517,278563,261105,17458,6.267163980858908,-0.9144,3.8832,1.841,2.0726,0,minor_missing,4,0,0.0,75.9883999824069,2.8135031461715,13.655267000159487,2.6439261495604227,excellent,5,1.841,2.8135031461715,1292,12910,13928,2.001570742706432,sufficient_joint_events,B,Good - minor issues that can be corrected,90
8413320,Bar_Harbor,44.392194,-68.204278,USA,-99.9999,1981-01-01 00:00:00,2021-07-31 22:00:00,40.577686516084874,355727,333918,21809,6.130825042799675,0.173,5.634,4.546,4.88,0,minor_missing,4,0,0.0,253.5,9.70402136445042,24.521398379098283,2.496296317119589,excellent,5,4.546,9.70402136445042,1047,16110,17787,1.2997662804598884,sufficient_joint_events,B,Good - minor issues that can be corrected,90
8447386,Fall_River,41.704306,-71.164111,USA,-99.9999,1999-10-17 07:00:00,2021-08-31 22:00:00,21.872689938398356,191752,186165,5587,2.9136593099420085,5.572,9.042,7.9,8.126,0,excellent,5,0,0.0,110.8108341692855,6.7433416843414005,20.10373134703381,7.9169969543994325,excellent,5,7.9,6.7433416843414005,708,9285,9584,1.5256132326090064,sufficient_joint_events,A,"Excellent - complete data, realistic values",100
9014098,Fort_Gratiot_Mi,43.0069,-82.4225,USA,-99.9999,1981-01-01 00:00:00,2021-08-02 03:00:00,40.58316221765914,355756,352027,3729,1.0481903326999404,175.16,178.102,177.181,177.37,352026,unrealistic_values,1,0,0.0,82.8628761597087,7.771621458232325,18.013707548379845,0.2257165023218161,excellent,5,177.181,7.771621458232325,1070,17477,17788,1.224452674277719,sufficient_joint_events,D,Unusable - severe data quality issues,60
